trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
atlantico_cartago_07:20,07:27:00,07:27:00,ULT,3,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_07:20,07:29:00,07:29:00,CFI,4,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_07:20,07:36:00,07:36:00,UAC,5,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_07:20,07:45:00,07:45:00,3RI,6,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_07:20,08:08:00,08:08:00,CGO,7,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_08:05,08:05:00,08:05:00,ATL,1,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_08:05,08:10:00,08:10:00,UCR,2,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_08:05,08:12:00,08:12:00,ULT,3,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_08:05,08:17:00,08:17:00,CFI,4,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_08:05,08:22:00,08:22:00,UAC,5,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_08:05,08:34:00,08:34:00,3RI,6,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_08:05,08:56:00,08:56:00,CGO,7,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_15:01,15:01:00,15:01:00,ATL,1,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_15:01,15:05:00,15:05:00,UCR,2,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_15:01,15:07:00,15:07:00,ULT,3,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_15:01,15:10:00,15:10:00,CFI,4,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_15:01,15:15:00,15:15:00,UAC,5,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_15:01,15:23:00,15:23:00,3RI,6,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_15:01,15:45:00,15:45:00,CGO,7,Estación del Atlántico a Cartago,0,,,,,1
atlantico_oreamuno_15:35,15:35:00,15:35:00,ATL,1,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_15:35,15:39:00,15:39:00,UCR,2,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_15:35,15:42:00,15:42:00,ULT,3,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_15:35,15:44:00,15:44:00,CFI,4,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_15:35,15:49:00,15:49:00,UAC,5,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_15:35,15:57:00,15:57:00,3RI,6,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_15:35,16:20:00,16:20:00,CGO,7,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_15:35,16:23:00,16:23:00,ANG,8,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_15:35,16:25:00,16:25:00,ORE,9,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_cartago_16:10,16:10:00,16:10:00,ATL,1,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_16:10,16:14:00,16:14:00,UCR,2,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_16:10,16:16:00,16:16:00,ULT,3,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_16:10,16:19:00,16:19:00,CFI,4,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_16:10,16:28:00,16:28:00,UAC,5,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_16:10,16:36:00,16:36:00,3RI,6,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_16:10,17:02:00,17:02:00,CGO,7,Estación del Atlántico a Cartago,0,,,,,1
atlantico_oreamuno_16:45,16:45:00,16:45:00,ATL,1,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_16:45,16:49:00,16:49:00,UCR,2,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_16:45,16:52:00,16:52:00,ULT,3,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_16:45,16:54:00,16:54:00,CFI,4,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_16:45,16:59:00,16:59:00,UAC,5,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_16:45,17:07:00,17:07:00,3RI,6,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_16:45,17:33:00,17:33:00,CGO,7,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_16:45,17:36:00,17:36:00,ANG,8,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_16:45,17:38:00,17:38:00,ORE,9,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_paraiso_17:01,17:01:00,17:01:00,ATL,1,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:01,17:05:00,17:05:00,UCR,2,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:01,17:07:00,17:07:00,ULT,3,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:01,17:14:00,17:14:00,CFI,4,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:01,17:19:00,17:19:00,UAC,5,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:01,17:28:00,17:28:00,3RI,6,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:01,17:50:00,17:50:00,CGO,7,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:01,17:54:00,17:54:00,ANG,8,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:01,17:56:00,17:56:00,ORE,9,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:01,18:01:00,18:01:00,PPA,10,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:35,17:35:00,17:35:00,ATL,1,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:35,17:39:00,17:39:00,UCR,2,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:35,17:41:00,17:41:00,ULT,3,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:35,17:44:00,17:44:00,CFI,4,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:35,17:49:00,17:49:00,UAC,5,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:35,17:57:00,17:57:00,3RI,6,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:35,18:19:00,18:19:00,CGO,7,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:35,18:23:00,18:23:00,ANG,8,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:35,18:25:00,18:25:00,ORE,9,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_paraiso_17:35,18:30:00,18:30:00,PPA,10,Estación del Atlántico a Plaza Paraíso,0,,,,,1
atlantico_oreamuno_18:05,18:05:00,18:05:00,ATL,1,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_18:05,18:09:00,18:09:00,UCR,2,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_18:05,18:11:00,18:11:00,ULT,3,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_18:05,18:14:00,18:14:00,CFI,4,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_18:05,18:19:00,18:19:00,UAC,5,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_18:05,18:27:00,18:27:00,3RI,6,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_18:05,18:49:00,18:49:00,CGO,7,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_18:05,18:53:00,18:53:00,ANG,8,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_oreamuno_18:05,18:55:00,18:55:00,ORE,9,Estación del Atlántico a Oreamuno,0,,,,,1
atlantico_cartago_18:45,18:45:00,18:45:00,ATL,1,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_18:45,18:50:00,18:50:00,UCR,2,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_18:45,18:52:00,18:52:00,ULT,3,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_18:45,18:54:00,18:54:00,CFI,4,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_18:45,18:59:00,18:59:00,UAC,5,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_18:45,19:14:00,19:14:00,3RI,6,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_18:45,19:36:00,19:36:00,CGO,7,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_19:15,19:15:00,19:15:00,ATL,1,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_19:15,19:19:00,19:19:00,UCR,2,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_19:15,19:21:00,19:21:00,ULT,3,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_19:15,19:27:00,19:27:00,CFI,4,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_19:15,19:32:00,19:32:00,UAC,5,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_19:15,19:41:00,19:41:00,3RI,6,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_19:15,20:03:00,20:03:00,CGO,7,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_19:40,19:40:00,19:40:00,ATL,1,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_19:40,19:44:00,19:44:00,UCR,2,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_19:40,19:47:00,19:47:00,ULT,3,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_19:40,19:49:00,19:49:00,CFI,4,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_19:40,19:54:00,19:54:00,UAC,5,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_19:40,20:02:00,20:02:00,3RI,6,Estación del Atlántico a Cartago,0,,,,,1
atlantico_cartago_19:40,20:25:00,20:25:00,CGO,7,Estación del Atlántico a Cartago,0,,,,,1
angeles_atlantico_05:25,05:25:00,05:25:00,ANG,1,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_05:25,05:30:00,05:30:00,CGO,2,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_05:25,05:53:00,05:53:00,3RI,3,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_05:25,06:02:00,06:02:00,UAC,4,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_05:25,06:10:00,06:10:00,CFI,5,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_05:25,06:12:00,06:12:00,ULT,6,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_05:25,06:14:00,06:14:00,UCR,7,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_05:25,06:19:00,06:19:00,ATL,8,Los Ángeles a Estación del Atlántico,0,,,,,1
cartago_atlantico_06:01,06:01:00,06:01:00,CGO,1,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_06:01,06:24:00,06:24:00,3RI,2,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_06:01,06:33:00,06:33:00,UAC,3,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_06:01,06:38:00,06:38:00,CFI,4,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_06:01,06:40:00,06:40:00,ULT,5,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_06:01,06:42:00,06:42:00,UCR,6,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_06:01,06:47:00,06:47:00,ATL,7,Cartago a Estación del Atlántico,0,,,,,1
paraiso_atlantico_06:05,06:05:00,06:05:00,PPA,1,Plaza Paraíso a Estación del Atlántico,0,,,,,1
paraiso_atlantico_06:05,06:10:00,06:10:00,ORE,2,Plaza Paraíso a Estación del Atlántico,0,,,,,1
paraiso_atlantico_06:05,06:13:00,06:13:00,ANG,3,Plaza Paraíso a Estación del Atlántico,0,,,,,1
paraiso_atlantico_06:05,06:20:00,06:20:00,CGO,4,Plaza Paraíso a Estación del Atlántico,0,,,,,1
paraiso_atlantico_06:05,06:43:00,06:43:00,3RI,5,Plaza Paraíso a Estación del Atlántico,0,,,,,1
paraiso_atlantico_06:05,06:52:00,06:52:00,UAC,6,Plaza Paraíso a Estación del Atlántico,0,,,,,1
paraiso_atlantico_06:05,06:57:00,06:57:00,CFI,7,Plaza Paraíso a Estación del Atlántico,0,,,,,1
paraiso_atlantico_06:05,07:00:00,07:00:00,ULT,8,Plaza Paraíso a Estación del Atlántico,0,,,,,1
paraiso_atlantico_06:05,07:05:00,07:05:00,UCR,9,Plaza Paraíso a Estación del Atlántico,0,,,,,1
paraiso_atlantico_06:05,07:10:00,07:10:00,ATL,10,Plaza Paraíso a Estación del Atlántico,0,,,,,1
angeles_atlantico_06:55,06:55:00,06:55:00,ANG,1,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_06:55,07:01:00,07:01:00,CGO,2,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_06:55,07:24:00,07:24:00,3RI,3,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_06:55,07:33:00,07:33:00,UAC,4,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_06:55,07:38:00,07:38:00,CFI,5,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_06:55,07:40:00,07:40:00,ULT,6,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_06:55,07:43:00,07:43:00,UCR,7,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_06:55,07:47:00,07:47:00,ATL,8,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_07:35,07:35:00,07:35:00,ANG,1,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_07:35,07:40:00,07:40:00,CGO,2,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_07:35,08:03:00,08:03:00,3RI,3,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_07:35,08:12:00,08:12:00,UAC,4,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_07:35,08:17:00,08:17:00,CFI,5,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_07:35,08:20:00,08:20:00,ULT,6,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_07:35,08:22:00,08:22:00,UCR,7,Los Ángeles a Estación del Atlántico,0,,,,,1
angeles_atlantico_07:35,08:27:00,08:27:00,ATL,8,Los Ángeles a Estación del Atlántico,0,,,,,1
cartago_atlantico_08:11,08:11:00,08:11:00,CGO,1,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_08:11,08:34:00,08:34:00,3RI,2,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_08:11,08:43:00,08:43:00,UAC,3,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_08:11,08:48:00,08:48:00,CFI,4,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_08:11,08:50:00,08:50:00,ULT,5,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_08:11,08:52:00,08:52:00,UCR,6,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_08:11,08:57:00,08:57:00,ATL,7,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_09:01,09:01:00,09:01:00,CGO,1,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_09:01,09:24:00,09:24:00,3RI,2,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_09:01,09:33:00,09:33:00,UAC,3,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_09:01,09:38:00,09:38:00,CFI,4,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_09:01,09:40:00,09:40:00,ULT,5,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_09:01,09:43:00,09:43:00,UCR,6,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_09:01,09:47:00,09:47:00,ATL,7,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_15:50,15:50:00,15:50:00,CGO,1,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_15:50,16:15:00,16:15:00,3RI,2,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_15:50,16:24:00,16:24:00,UAC,3,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_15:50,16:29:00,16:29:00,CFI,4,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_15:50,16:31:00,16:31:00,ULT,5,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_15:50,16:34:00,16:34:00,UCR,6,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_15:50,16:38:00,16:38:00,ATL,7,Cartago a Estación del Atlántico,0,,,,,1
oreamuno_atlantico_16:28,16:28:00,16:28:00,ORE,1,Oreamuno a Estación del Atlántico,0,,,,,1
oreamuno_atlantico_16:28,16:31:00,16:31:00,ANG,2,Oreamuno a Estación del Atlántico,0,,,,,1
oreamuno_atlantico_16:28,16:36:00,16:36:00,CGO,3,Oreamuno a Estación del Atlántico,0,,,,,1
oreamuno_atlantico_16:28,16:58:00,16:58:00,3RI,4,Oreamuno a Estación del Atlántico,0,,,,,1
oreamuno_atlantico_16:28,17:09:00,17:09:00,UAC,5,Oreamuno a Estación del Atlántico,0,,,,,1
oreamuno_atlantico_16:28,17:14:00,17:14:00,CFI,6,Oreamuno a Estación del Atlántico,0,,,,,1
oreamuno_atlantico_16:28,17:16:00,17:16:00,ULT,7,Oreamuno a Estación del Atlántico,0,,,,,1
oreamuno_atlantico_16:28,17:19:00,17:19:00,UCR,8,Oreamuno a Estación del Atlántico,0,,,,,1
oreamuno_atlantico_16:28,17:23:00,17:23:00,ATL,9,Oreamuno a Estación del Atlántico,0,,,,,1
cartago_atlantico_17:05,17:05:00,17:05:00,CGO,1,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_17:05,17:28:00,17:28:00,3RI,2,Cartago a Estación del Atlántico,0,,,,,1
cartago_atlantico_17:05,17:37:00,17:37:00,UAC,3,Cartago a Estación del Atlántico,0,,,,,1
